,Unnamed: 0.1,Unnamed: 0,index,test_pseudo_utt,pseudo_mr,da,text,word_count,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
316,3167,3167,316,"Enchanted Forest Fantasy Simple 6 Raya'S Journey: An Enchanted Forest Game, Sagaland, The Wizard Of Oz","Enchanted Forest genre fantasy. Enchanted Forest complexity rating simple. Enchanted Forest maximum number of players 6. Enchanted Forest alternate names Rayas Journey: An Enchanted Forest Game, Sagaland, The Wizard of Oz. Enchanted Forest domain board game.",inform," Enchanted Forest, also known as Rayas Journey: An Enchanted Forest Game, Sagaland, or The Wizard of Oz, is a simple fantasy board game for up to 6 players.",28,1,5,(X (X) (X) (X) (X) (X)),0.02066429321,48.39265442,29.0654239,0.7998606,inform,match_scores_PPL
317,3175,3175,317,Afrikan Tähti Roll-And-Move Finland,Afrikan tähti genre roll-and-move. Afrikan tähti country of origin Finland. Afrikan tähti domain board game.,confirm,"
Are you referring to Afrikan tähti, the roll-and-move board game from Finland?",12,1,3,(X (X) (X) (X)),0.01281295685,78.04599762,6.680013609,0.7918269,confirm,match_scores_PPL
318,3185,3185,318,Battle Masters Warhammer Fantasy,Battle Masters based on Warhammer. Battle Masters genre fantasy. Battle Masters domain board game.,recommend,Have you heard of Battle Masters? It's a fantasy board game based on Warhammer.,14,1,3,(X (X) (X) (X)),0.02697172005,37.07587051,20.01458386,0.80644596,recommend,match_scores
319,3191,3191,319,Lord Of The Rings Average Fantasy,Lord of the Rings average rating average. Lord of the Rings genre fantasy. Lord of the Rings domain board game.,verify_attribute,You said that Lord of the Rings was an average game. Do most fantasy board games seem mediocre to you?,20,1,3,(X (X) (X) (X)),0.02078414182,48.1136055,13.59834555,0.68514997,verify_attribute,match_scores
320,3207,3207,320,Thurn And Taxis Hans Im Glück Karen Seyfarth,Thurn and Taxis publisher Hans im Glück. Thurn and Taxis developer Karen Seyfarth. Thurn and Taxis domain board game.,confirm,Are you talking about the board game Thurn and Taxis from developer Karen Seyfarth and publisher Hans im Glück?,19,1,3,(X (X) (X) (X)),0.005367517184,186.3058777,22.12929757,0.86193126,confirm,match_scores
321,3217,3217,321,Uninspiring,board game specifier uninspiring. board game domain board game.,request,What board game do you think is the most uninspiring?,10,1,1,(X (X)),0.0315786627,31.66695213,8.295193507,0.6382045,request,match_scores
322,3228,3228,322,Carcassonne German-Style Board Game Carcassonne Jubilee Edition,Carcassonne genre German-style board game. Carcassonne alternate names Carcassonne Jubilee Edition. Carcassonne domain board game.,recommend," Have you ever heard of the German-style board game Carcassonne, or its alternate name Carcassonne Jubilee Edition?",17,1,3,(X (X) (X) (X)),0.03504335168,28.53608322,13.61879686,0.8862011,recommend,match_scores
323,3233,3233,323,Monopoly Poor Elizabeth Magie,Monopoly average rating poor. Monopoly developer Elizabeth Magie. Monopoly domain board game.,verify_attribute,You didn't like Monopoly. Do you usually find Elizabeth Magie's board games to be boring?,15,1,3,(X (X) (X) (X)),0.011813877,84.64621735,3.234245292,0.64113766,verify_attribute,match_scores
324,3243,3243,324,Historical Board Game Good Board Game,board game genre historical board game. board game average rating good. board game instance of board game. board game domain board game.,request_explanation,What makes the historical board games you've played so good?,10,1,3,(X (X) (X) (X)),0.01389233798,71.98212433,2.121322867,0.54085326,request_explanation,match_scores
325,3256,3256,325,Thurn And Taxis 4 Andreas Seyfarth,Thurn and Taxis maximum number of players 4. Thurn and Taxis developer Andreas Seyfarth. Thurn and Taxis domain board game.,suggest,"
Have you ever played a board game for four players from Andreas Seyfarth, like Thurn and Taxis?",17,1,3,(X (X) (X) (X)),0.01068144667,93.6202774,9.277924325,0.7878414,suggest,match_scores
326,3261,3261,326,Star Realms Darwin Kastle,Star Realms developer Darwin Kastle. Star Realms domain board game.,confirm,Are you talking about the board game Star Realms from developer Darwin Kastle?,13,1,2,(X (X) (X)),0.006699863377,149.2567749,15.53712569,0.8559451,confirm,match_scores
327,3271,3271,327,Mystery Motive For Murder Mystery Fiction 30 Moderate 5 1 Bruce Glassco Average,Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder minimum playing time 30. Mystery Motive for Murder complexity rating moderate. Mystery Motive for Murder maximum number of players 5. Mystery Motive for Murder minimum number of players 1. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder average rating average. Mystery Motive for Murder domain board game.,inform," Mystery Motive for Murder, developed by Bruce Glassco, is a moderate mystery fiction board game with an average rating. It takes 1 to 5 players and a minimum of 30 minutes to play.",33,1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01570317228,63.6814003,4.914371658,0.7261535,inform,match_scores
328,3281,3281,328,Cosmic Encounter Average Science Fiction,Cosmic Encounter average rating average. Cosmic Encounter genre science fiction. Cosmic Encounter domain board game.,give_opinion," Cosmic Encounter is an average board game, but its science fiction genre makes it unique and enjoyable.",17,1,3,(X (X) (X) (X)),0.01259589847,79.39092255,7.76103589,0.7208783,give_opinion,match_scores
329,3294,3294,329,Thurn And Taxis Good 2006,Thurn and Taxis average rating good. Thurn and Taxis publication year 2006. Thurn and Taxis domain board game.,give_opinion,Thurn and Taxis is a good board game with a publication year of 2006. I think it's a great choice for an evening of board gaming.,26,1,3,(X (X) (X) (X)),0.01739793074,57.47809982,8.649169047,0.7059014,give_opinion,match_scores
330,3309,3309,330,Lord Of The Rings The Lord Of The Rings Board Game,Lord of the Rings based on The Lord of the Rings. Lord of the Rings instance of board game. Lord of the Rings domain board game.,recommend," Have you heard of the board game Lord of the Rings, based on The Lord of the Rings?",18,1,3,(X (X) (X) (X)),0.07310890352,13.67822456,30.10088223,0.9067674,recommend,match_scores
331,3313,3313,331,Battle Masters Fantasy 1992 2 Moderate Board Game 60 Warhammer,Battle Masters genre fantasy. Battle Masters publication year 1992. Battle Masters maximum number of players 2. Battle Masters complexity rating moderate. Battle Masters instance of board game. Battle Masters minimum playing time 60. Battle Masters based on Warhammer. Battle Masters domain board game.,inform,Battle Masters is a moderate fantasy board game based on Warhammer published in 1992. It can be played with two players in a minimum of 60 minutes.,27,1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.025762143,38.81664658,4.286244424,0.6430325,inform,match_scores
332,3327,3327,332,Cosmic Encounter Science Fiction 90 Complex,Cosmic Encounter genre science fiction. Cosmic Encounter minimum playing time 90. Cosmic Encounter complexity rating complex. Cosmic Encounter domain board game.,inform,Cosmic Encounter is a complex science fiction board game with a minimum playing time of 90 minutes.,17,1,4,(X (X) (X) (X) (X)),0.01698856462,58.86312485,9.636178763,0.7640989,inform,match_scores_PPL
333,3332,3332,333,Yomi Average 2 Card Game,Yomi average rating average. Yomi minimum number of players 2. Yomi genre card game. Yomi domain board game.,give_opinion,Yomi is a card game that is average in my opinion. Its minimum number of players of 2 make it a great choice for a two-player game.,27,1,4,(X (X) (X) (X) (X)),0.02376692917,42.07527161,12.04542218,0.67889386,give_opinion,match_scores
334,3348,3348,334,Thurn And Taxis Good Complex,Thurn and Taxis average rating good. Thurn and Taxis complexity rating complex. Thurn and Taxis domain board game.,give_opinion,Thurn and Taxis is a complex board game that I find enjoyable. The good rating is well deserved.,18,1,3,(X (X) (X) (X)),0.00805553075,124.1383133,10.13752259,0.7570367,give_opinion,match_scores
335,3352,3352,335,Tedious 5,board game specifier tedious. board game maximum number of players 5. board game domain board game.,request,What's the most tedious board game you can play with up to 5 players?,14,1,2,(X (X) (X)),0.02828374331,35.35599899,5.062000331,0.7070714,request,match_scores_PPL
336,3367,3367,336,Mystery Motive For Murder Mystery Fiction Average Mayfair Games 2015,Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder average rating average. Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder publication year 2015. Mystery Motive for Murder domain board game.,inform,Mystery Motive for Murder is a 2015 mystery fiction board game published by Mayfair Games with an average rating.,19,1,5,(X (X) (X) (X) (X) (X)),0.006693553502,149.3974762,7.454066796,0.8115827,inform,match_scores
337,3376,3376,337,Lord Of The Rings Fantasy Reiner Knizia 2,Lord of the Rings genre fantasy. Lord of the Rings developer Reiner Knizia. Lord of the Rings minimum number of players 2. Lord of the Rings domain board game.,inform,Lord of the Rings is a fantasy board game developed by Reiner Knizia for a minimum of 2 players.,19,1,4,(X (X) (X) (X) (X)),0.0283103787,35.32273483,9.724434152,0.75393957,inform,match_scores
338,3381,3381,338,Engaging Board Wargame,board game specifier engaging. board game genre board wargame. board game domain board game.,request,What engaging board wargame do you know of in the board game domain?,13,1,2,(X (X) (X)),0.005694951639,175.5941162,11.22887363,0.84335256,request,match_scores
339,3393,3393,339,Betrayal At House On The Hill Cooperative Board Game Average 2004 6,Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill average rating average. Betrayal at House on the Hill publication year 2004. Betrayal at House on the Hill maximum number of players 6. Betrayal at House on the Hill domain board game.,inform,Betrayal at House on the Hill is an average rated cooperative board game from 2004 for up to 6 players.,20,1,5,(X (X) (X) (X) (X) (X)),0.01118280862,89.42297363,6.929923125,0.76930606,inform,match_scores
340,3409,3409,340,Carcassonne Good Hans Im Glück German-Style Board Game,Carcassonne average rating good. Carcassonne publisher Hans im Glück. Carcassonne genre German-style board game. Carcassonne domain board game.,verify_attribute,You said that Carcassonne was good. Do you usually like German-style board games from Hans im Glück?,17,1,4,(X (X) (X) (X) (X)),0.01217024791,82.16759491,9.779314884,0.71363896,verify_attribute,match_scores_PPL
341,3419,3419,341,Sherlock Holmes Consulting Detective Sherlock Holmes: Detective Asesor Deduction Game,Sherlock Holmes Consulting Detective alternate names Sherlock Holmes: Detective Asesor. Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective domain board game.,recommend," Have you heard of the deduction game Sherlock Holmes Consulting Detective, or its alternate name Sherlock Holmes: Detective Asesor? It's a board game.",23,1,3,(X (X) (X) (X)),0.00650704599,153.6795654,27.26678097,0.9083553,recommend,match_scores
342,3426,3426,342,Risk Board Wargame Board Game Albert Lamorisse Miro Company Average,Risk genre board wargame. Risk instance of board game. Risk developer Albert Lamorisse. Risk publisher Miro Company. Risk average rating average. Risk domain board game.,inform,Risk is an average board wargame developed by Albert Lamorisse and published by Miro Company.,15,1,6,(X (X) (X) (X) (X) (X) (X)),0.003365142737,297.1642151,5.579514262,0.6476266,inform,match_scores_PPL
343,3432,3432,343,Lord Of The Rings Fantasy Average 5 Reiner Knizia Board Game 2000 The Lord Of The Rings,Lord of the Rings genre fantasy. Lord of the Rings average rating average. Lord of the Rings maximum number of players 5. Lord of the Rings developer Reiner Knizia. Lord of the Rings instance of board game. Lord of the Rings publication year 2000. Lord of the Rings based on The Lord of the Rings. Lord of the Rings domain board game.,inform," Lord of the Rings is a fantasy board game developed by Reiner Knizia in 2000, based on The Lord of the Rings. It has an average rating and can be played with up to 5 players.",36,1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.07713951935,12.96352386,13.18807976,0.7317756,inform,match_scores
344,3443,3443,344,Monopoly Elizabeth Magie,Monopoly developer Elizabeth Magie. Monopoly domain board game.,suggest," Have you ever played a board game created by Elizabeth Magie, like Monopoly?",13,1,2,(X (X) (X)),0.01259261416,79.41162872,7.859438682,0.74063736,suggest,match_scores
345,3451,3451,345,Educational Strategy Game,board game specifier educational. board game genre strategy game. board game domain board game.,request,What educational strategy game do you know of in the board game domain?,13,1,2,(X (X) (X)),0.005066837396,197.3617706,11.22887363,0.7984718,request,match_scores
346,3467,3467,346,Betrayal At House On The Hill Cooperative Board Game Average 60 Bruce Glassco,Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill average rating average. Betrayal at House on the Hill minimum playing time 60. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill domain board game.,inform," Betrayal at House on the Hill, developed by Bruce Glassco, is an average cooperative board game with a minimum playing time of 60 minutes.",24,1,5,(X (X) (X) (X) (X) (X)),0.01099881974,90.91884613,11.56601485,0.7493224,inform,match_scores
347,3479,3479,347,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Poor Wargame,Punaisten ja valkoisten taistelu Suomessa 1918 average rating poor. Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.,verify_attribute,You said that Punaisten ja valkoisten taistelu Suomessa 1918 was boring. Is this the same for all wargames?,18,1,3,(X (X) (X) (X)),0.003087576631,323.8786011,15.6316042,0.89508706,verify_attribute,match_scores
348,3484,3484,348,Chicago Poor Strategy Game Board Game,Chicago average rating poor. Chicago genre strategy game. Chicago instance of board game. Chicago domain board game.,verify_attribute,You didn't enjoy Chicago. Do you usually find strategy board games boring?,12,1,4,(X (X) (X) (X) (X)),0.003297283384,303.2799683,2.435911095,0.61938256,verify_attribute,match_scores
349,3493,3493,349,Stimulating Abstract Strategy Game,board game specifier stimulating. board game genre abstract strategy game. board game domain board game.,request,What's the most stimulating abstract strategy board game?,8,1,2,(X (X) (X)),0.002710379925,368.9519653,5.245508253,0.6840927,request,match_scores
350,3508,3508,350,Scotland Yard Average 1983 6,Scotland Yard average rating average. Scotland Yard publication year 1983. Scotland Yard maximum number of players 6. Scotland Yard domain board game.,give_opinion," Scotland Yard is an average board game, but its publication year of 1983 and the maximum number of players of 6 make it a great choice for some old-fashioned fun.",30,1,4,(X (X) (X) (X) (X)),0.0103725088,96.40869141,11.81189531,0.6640607,give_opinion,match_scores
351,3511,3511,351,Enchanted Forest Ravensburger,Enchanted Forest publisher Ravensburger. Enchanted Forest domain board game.,recommend," Have you ever heard of Enchanted Forest, the Ravensburger board game?",11,1,2,(X (X) (X)),0.01549387128,64.54164886,9.23843021,0.7916466,recommend,match_scores
352,3529,3529,352,Cosmic Encounter Board Game,Cosmic Encounter instance of board game. Cosmic Encounter domain board game.,recommend," Have you played Cosmic Encounter, the board game?",8,1,2,(X (X) (X)),0.009878199372,101.2330246,8.792330837,0.81894606,recommend,match_scores_PPL
353,3531,3531,353,Entertaning,board game specifier entertaning. board game domain board game.,request,What's the most entertaining board game you know?,8,1,1,(X (X)),0.01782310185,56.10695648,7.635362675,0.5389877,request,match_scores
354,3540,3540,354,Mystery Motive For Murder Mystery Fiction 2015 5 Moderate Board Game 1 90,Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder publication year 2015. Mystery Motive for Murder maximum number of players 5. Mystery Motive for Murder complexity rating moderate. Mystery Motive for Murder instance of board game. Mystery Motive for Murder minimum number of players 1. Mystery Motive for Murder maximum playing time 90. Mystery Motive for Murder domain board game.,inform,Mystery Motive for Murder is a moderate mystery fiction board game from 2015 that can be played with 1 to 5 players in 90 minutes.,25,1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01148135414,87.09774017,2.632387463,0.7233443,inform,match_scores
355,3554,3554,355,Mystery Motive For Murder Average Mayfair Games 1,Mystery Motive for Murder average rating average. Mystery Motive for Murder publisher Mayfair Games. Mystery Motive for Murder minimum number of players 1. Mystery Motive for Murder domain board game.,give_opinion," In my opinion Mystery Motive for Murder is an average board game. The minimum number of players of 1 is great for solo players, and the publisher Mayfair Games is well known for quality games.",35,1,4,(X (X) (X) (X) (X)),0.0119764309,83.49732971,18.94064417,0.66914684,give_opinion,match_scores
356,3569,3569,356,Axis And Allies Average Board Wargame Larry Harris,Axis and Allies average rating average. Axis and Allies genre board wargame. Axis and Allies developer Larry Harris. Axis and Allies domain board game.,verify_attribute,You said Axis and Allies was just average. Do you think all of Larry Harris' board wargames are mediocre?,19,1,4,(X (X) (X) (X) (X)),0.006269078499,159.5130768,6.62542357,0.72026527,verify_attribute,match_scores
357,3573,3573,357,Dune Science Fiction 6 Board Game 2,Dune genre science fiction. Dune maximum number of players 6. Dune instance of board game. Dune minimum number of players 2. Dune domain board game.,inform,Dune is a science fiction board game for 2 to 6 players.,12,1,5,(X (X) (X) (X) (X) (X)),0.04611191899,21.68636703,2.893961542,0.71679485,inform,match_scores_PPL
358,3583,3583,358,A Game Of Thrones 2003 Fantasy Flight Games,A Game of Thrones publication year 2003. A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones domain board game.,confirm," Are you referring to the Fantasy Flight Games board game A Game of Thrones, published in 2003?",17,1,3,(X (X) (X) (X)),0.03192803525,31.32043648,15.29409375,0.8131562,confirm,match_scores
359,3595,3595,359,Afrikan Tähti Finland Board Game,Afrikan tähti country of origin Finland. Afrikan tähti instance of board game. Afrikan tähti domain board game.,confirm,"
Are you referring to the board game Afrikan tähti from Finland?",11,1,3,(X (X) (X) (X)),0.008960787394,111.5973358,5.199884995,0.8271002,confirm,match_scores_PPL
360,3604,3604,360,Risk Risk! Board Game,Risk alternate names Risk!. Risk instance of board game. Risk domain board game.,confirm," Are you talking about Risk (or Risk!), the board game?",10,1,3,(X (X) (X) (X)),0.004079055857,245.1547699,6.878371037,0.7698735,confirm,match_scores
361,3619,3619,361,Dune Science Fiction Advanced 1979 60 6,Dune genre science fiction. Dune complexity rating advanced. Dune publication year 1979. Dune minimum playing time 60. Dune maximum number of players 6. Dune domain board game.,inform,Dune is an advanced science fiction board game published in 1979. It can be played by up to 6 players in a minimum of 60 minutes.,26,1,6,(X (X) (X) (X) (X) (X) (X)),0.04436259735,22.54151154,4.782207891,0.6177377,inform,match_scores
362,3623,3623,362,Betrayal At House On The Hill Average Hasbro,Betrayal at House on the Hill average rating average. Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill domain board game.,verify_attribute,You found Betrayal at House on the Hill to be okay. Do you think all Hasbro board games are just mediocre?,21,1,3,(X (X) (X) (X)),0.00992785806,100.7266617,17.29634246,0.71175313,verify_attribute,match_scores
363,3635,3635,363,Carcassonne Good Hans Im Glück Klaus-Jürgen Wrede,Carcassonne average rating good. Carcassonne publisher Hans im Glück. Carcassonne developer Klaus-Jürgen Wrede. Carcassonne domain board game.,verify_attribute,You said Carcassonne was good. Do you usually like board games by Hans im Glück and Klaus-Jürgen Wrede?,18,1,4,(X (X) (X) (X) (X)),0.01036338746,96.49354553,10.61028737,0.7147176,verify_attribute,match_scores
364,3642,3642,364,Enchanted Forest Fantasy 2 Ravensburger Michel Matschoss,Enchanted Forest genre fantasy. Enchanted Forest minimum number of players 2. Enchanted Forest publisher Ravensburger. Enchanted Forest developer Michel Matschoss. Enchanted Forest domain board game.,inform," Enchanted Forest is a fantasy board game published by Ravensburger and developed by Michel Matschoss, requiring a minimum of 2 players.",21,1,5,(X (X) (X) (X) (X) (X)),0.01137112685,87.94203186,5.104663537,0.6842448,inform,match_scores
365,3650,3650,365,Thurn And Taxis Historical Board Game Hans Im Glück Germany Good 60 4 2,Thurn and Taxis genre historical board game. Thurn and Taxis publisher Hans im Glück. Thurn and Taxis country of origin Germany. Thurn and Taxis average rating good. Thurn and Taxis minimum playing time 60. Thurn and Taxis maximum number of players 4. Thurn and Taxis minimum number of players 2. Thurn and Taxis domain board game.,inform," Thurn and Taxis is a historical board game from Germany, published by Hans im Glück with a good rating. It takes a minimum of 60 minutes for 2 to 4 players.",31,1,8,(X (X) (X) (X) (X) (X) (X) (X) (X)),0.01401952928,71.32907104,4.666496888,0.6895757,inform,match_scores
366,3664,3664,366,A Game Of Thrones Fantasy 5 Board Game 3 180 Good,A Game of Thrones genre fantasy. A Game of Thrones maximum number of players 5. A Game of Thrones instance of board game. A Game of Thrones minimum number of players 3. A Game of Thrones minimum playing time 180. A Game of Thrones average rating good. A Game of Thrones domain board game.,inform,A Game of Thrones is a fantasy board game for 3-5 players with a minimum playing time of 180 minutes and a good rating.,24,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.03748831547,26.67497826,4.727426816,0.75745827,inform,match_scores
367,3674,3674,367,Star Realms Darwin Kastle Science Fiction,Star Realms developer Darwin Kastle. Star Realms genre science fiction. Star Realms domain board game.,suggest," Have you ever played any of Darwin Kastle's science fiction board games, like Star Realms?",15,1,3,(X (X) (X) (X)),0.01427194173,70.06755066,6.74961546,0.73656493,suggest,match_scores_PPL
368,3689,3689,368,Sherlock Holmes Consulting Detective Excellent Complex Deductive Reasoning,Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective complexity rating complex. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective domain board game.,give_opinion,Sherlock Holmes Consulting Detective is an excellent board game. The complexity rating is complex and the game mechanics of deductive reasoning make it a great challenge.,26,1,4,(X (X) (X) (X) (X)),0.01281410553,78.03900146,13.98528857,0.777684,give_opinion,match_scores
369,3697,3697,369,Stimulating Horror Fiction,board game specifier stimulating. board game genre horror fiction. board game domain board game.,request,Have you ever played a stimulating horror fiction board game?,10,1,2,(X (X) (X)),0.004369053268,228.8825378,6.496183867,0.6979607,request,match_scores
370,3700,3700,370,Monopoly Roll-And-Move 180 8,Monopoly genre roll-and-move. Monopoly maximum playing time 180. Monopoly maximum number of players 8. Monopoly domain board game.,inform,Monopoly is a roll-and-move board game for up to 8 players with a maximum playing time of 180 minutes.,19,1,4,(X (X) (X) (X) (X)),0.03222155663,31.03512383,10.09281755,0.72720635,inform,match_scores_PPL
371,3716,3716,371,Sherlock Holmes Consulting Detective Excellent Space Cowboys Complex,Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective publisher Space Cowboys. Sherlock Holmes Consulting Detective complexity rating complex. Sherlock Holmes Consulting Detective domain board game.,give_opinion," I think Sherlock Holmes Consulting Detective is an excellent board game. It's complex and published by Space Cowboys, making it a great choice for experienced gamers.",26,1,4,(X (X) (X) (X) (X)),0.01382157939,72.35063171,12.58094133,0.72166526,give_opinion,match_scores
372,3729,3729,372,Heroquest Good Complex 5,HeroQuest average rating good. HeroQuest complexity rating complex. HeroQuest maximum number of players 5. HeroQuest domain board game.,give_opinion," I think HeroQuest is a great board game. Its complexity rating and good rating make it appealing, and the maximum number of players of 5 makes it great for a group.",31,1,4,(X (X) (X) (X) (X)),0.01819322024,54.9655304,12.26659433,0.66952664,give_opinion,match_scores
373,3739,3739,373,Mangala Abstract Strategy Game Mancala Average 2 2,Mangala genre abstract strategy game. Mangala based on mancala. Mangala average rating average. Mangala minimum number of players 2. Mangala maximum number of players 2. Mangala domain board game.,inform,Mangala is an abstract strategy game based on mancala for two players with an average rating.,16,1,6,(X (X) (X) (X) (X) (X) (X)),0.007663917748,130.4815674,6.110157521,0.7495545,inform,match_scores
374,3744,3744,374,Enchanted Forest Average Fantasy,Enchanted Forest average rating average. Enchanted Forest genre fantasy. Enchanted Forest domain board game.,give_opinion," Enchanted Forest is an average board game, but I find its fantasy genre to be quite appealing.",17,1,3,(X (X) (X) (X)),0.02048524294,48.81562805,6.809398432,0.7727275,give_opinion,match_scores
375,3754,3754,375,Descent Journeys In The Dark Fantasy 2005,Descent Journeys in the Dark genre fantasy. Descent Journeys in the Dark publication year 2005. Descent Journeys in the Dark domain board game.,confirm," Are you referring to the 2005 fantasy board game, Descent Journeys in the Dark?",14,1,3,(X (X) (X) (X)),0.0121558819,82.26470184,15.4090408,0.7497996,confirm,match_scores
376,3763,3763,376,Chicago Poor Board Game 4,Chicago average rating poor. Chicago instance of board game. Chicago maximum number of players 4. Chicago domain board game.,give_opinion," In my opinion, Chicago is a poor board game. The maximum number of players of 4 and being an instance of a board game makes it too limited for most gamers.",31,1,4,(X (X) (X) (X) (X)),0.02165593056,46.17672729,12.97034435,0.6669609,give_opinion,match_scores
377,3778,3778,377,War Of 1812 Average 90 Wargame,War of 1812 average rating average. War of 1812 minimum playing time 90. War of 1812 genre wargame. War of 1812 domain board game.,give_opinion," War of 1812 is an average board game, but I like the genre of wargame and the minimum playing time of 90 minutes.",23,1,4,(X (X) (X) (X) (X)),0.02155120784,46.4011116,11.11922546,0.76669407,give_opinion,match_scores
378,3788,3788,378,War Of 1812 Average Board Game Wargame,War of 1812 average rating average. War of 1812 instance of board game. War of 1812 genre wargame. War of 1812 domain board game.,verify_attribute,You said War of 1812 was just okay. Do all wargame board games get a mediocre rating from you?,19,1,4,(X (X) (X) (X) (X)),0.01249555984,80.02842712,5.986746012,0.7930318,verify_attribute,match_scores
379,3790,3790,379,Mystery Motive For Murder Average Bruce Glassco,Mystery Motive for Murder average rating average. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder domain board game.,verify_attribute,You found Mystery Motive for Murder to be just okay. Do you think other board games by Bruce Glassco are mediocre?,21,1,3,(X (X) (X) (X)),0.002971338391,336.5486755,12.6128338,0.7411116,verify_attribute,match_scores
380,3804,3804,380,Betrayal At House On The Hill Cooperative Board Game 3,Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill minimum number of players 3. Betrayal at House on the Hill domain board game.,inform,Betrayal at House on the Hill is a cooperative board game for at least 3 players.,16,1,3,(X (X) (X) (X)),0.02190120696,45.65958405,15.3404594,0.85548973,inform,match_scores
381,3814,3814,381,Thurn And Taxis Historical Board Game 60 Hans Im Glück 2006 Complex Good,Thurn and Taxis genre historical board game. Thurn and Taxis minimum playing time 60. Thurn and Taxis publisher Hans im Glück. Thurn and Taxis publication year 2006. Thurn and Taxis complexity rating complex. Thurn and Taxis average rating good. Thurn and Taxis domain board game.,inform," Thurn and Taxis is a 2006 complex historical board game published by Hans im Glück, with a minimum playing time of 60 minutes and a good rating.",27,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.006927682379,144.3484192,6.875505905,0.71763116,inform,match_scores
382,3826,3826,382,Mystery Motive For Murder Average Bruce Glassco,Mystery Motive for Murder average rating average. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder domain board game.,verify_attribute,You said Mystery Motive for Murder was just okay. Do you think other board games by Bruce Glassco are mediocre?,20,1,3,(X (X) (X) (X)),0.003027031741,330.3566284,12.61703431,0.7452014,verify_attribute,match_scores
383,3832,3832,383,Dune Science Fiction,Dune genre science fiction. Dune domain board game.,recommend," Have you heard of Dune, a science fiction board game?",10,1,2,(X (X) (X)),0.0197719316,50.57674789,10.12799301,0.7531065,recommend,match_scores
384,3846,3846,384,Spirit Island Cooperative Board Game Board Game Excellent 120,Spirit Island genre cooperative board game. Spirit Island instance of board game. Spirit Island average rating excellent. Spirit Island maximum playing time 120. Spirit Island domain board game.,inform,Spirit Island is an excellent cooperative board game with a maximum playing time of 120 minutes.,16,1,5,(X (X) (X) (X) (X) (X)),0.01114079887,89.76016998,7.024137674,0.73286605,inform,match_scores_PPL
385,3856,3856,385,Barbarossa 1988 Klaus Teuber,Barbarossa publication year 1988. Barbarossa developer Klaus Teuber. Barbarossa domain board game.,confirm," Are you referring to the Klaus Teuber board game Barbarossa, published in 1988?",13,1,3,(X (X) (X) (X)),0.007822549775,127.835556,8.2259647,0.7391525,confirm,match_scores
386,3862,3862,386,Twilight Struggle Excellent Gmt Games Board Wargame,Twilight Struggle average rating excellent. Twilight Struggle publisher GMT Games. Twilight Struggle genre board wargame. Twilight Struggle domain board game.,verify_attribute,You loved Twilight Struggle. Do you usually find GMT Games' wargames to be excellent?,14,1,4,(X (X) (X) (X) (X)),0.004391474899,227.7139282,3.730371685,0.71135986,verify_attribute,match_scores
387,3873,3873,387,Barbarossa Board Game Klaus Teuber,Barbarossa instance of board game. Barbarossa developer Klaus Teuber. Barbarossa domain board game.,confirm,Are you talking about the board game Barbarossa from developer Klaus Teuber?,12,1,3,(X (X) (X) (X)),0.005979951614,167.2254333,12.01460516,0.79636943,confirm,match_scores_PPL
388,3882,3882,388,Afrikan Tähti,Afrikan tähti domain board game.,confirm,Are you talking about the board game Afrikan tähti?,9,1,1,(X (X)),0.006551551985,152.6355896,11.86840522,0.8270825,confirm,match_scores_PPL
